LOADCOMMANDID,COVERAGETYPE,CREATEUSERID,PUBLICID,PROFILEID,COSTTYPE,BEANVERSION,RETIRED,CREATETIME,POLICYTYPE,UPDATEUSERID,LIMITAMOUNT,LIMITTYPE,UPDATETIME,ID
,,3,PICCLimit:12592,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43469
,,3,PICCLimit:12594,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43470
,,3,PICCLimit:12595,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43471
,,3,PICCLimit:12596,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43472
,,3,PICCLimit:12597,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43473
,,3,PICCLimit:12598,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43474
,,3,PICCLimit:12599,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43475
,,3,PICCLimit:12600,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43476
,,3,PICCLimit:12601,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43477
,,3,PICCLimit:12603,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43478
,,3,PICCLimit:12604,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43479
,,3,PICCLimit:12605,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43480
,,3,PICCLimit:12618,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43481
,,3,PICCLimit:12619,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43482
,,3,PICCLimit:12623,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43483
,,3,PICCLimit:12624,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43484
,,3,PICCLimit:12717,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43485
,,3,PICCLimit:12823,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43486
,,3,PICCLimit:12828,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43487
,,3,PICCLimit:12829,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43488
,,3,PICCLimit:12830,13,10002.0,0,0,2018-08-02 15:30:57.167,,3,1500.0,7,2018-08-02 15:30:57.167,43489
,,3,PICCLimit:12834,14,10001.0,0,0,2018-08-02 15:30:57.167,,3,1000.0,7,2018-08-02 15:30:57.167,43490
,,3,PICCLimit:12835,14,10001.0,0,0,2018-08-02 15:30:57.167,,3,1000.0,7,2018-08-02 15:30:57.167,43491
,,3,PICCLimit:12837,14,10001.0,0,0,2018-08-02 15:30:57.167,,3,1000.0,7,2018-08-02 15:30:57.167,43492
,,3,PICCLimit:16538,19,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43872
,,3,PICCLimit:16539,19,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43873
,,3,PICCLimit:16552,19,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43874
,,3,PICCLimit:16553,19,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43875
,,3,PICCLimit:16557,19,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43876
,,3,PICCLimit:16558,19,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43877
,,3,PICCLimit:16654,19,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43878
,,3,PICCLimit:16760,19,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43879
,,3,PICCLimit:16765,19,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43880
,,3,PICCLimit:16766,19,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43881
,,3,PICCLimit:16767,19,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43882
,,3,PICCLimit:16771,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43883
,,3,PICCLimit:16772,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43884
,,3,PICCLimit:16773,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43885
,,3,PICCLimit:16774,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43886
,,3,PICCLimit:16776,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43887
,,3,PICCLimit:16777,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43888
,,3,PICCLimit:16778,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43889
,,3,PICCLimit:16779,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43890
,,3,PICCLimit:16780,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43891
,,3,PICCLimit:16781,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43892
,,3,PICCLimit:16782,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43893
,,3,PICCLimit:16783,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43894
,,3,PICCLimit:16785,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43895
,,3,PICCLimit:16786,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43896
,,3,PICCLimit:16787,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43897
,,3,PICCLimit:16789,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43898
,,3,PICCLimit:16790,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43899
,,3,PICCLimit:16791,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43900
,,3,PICCLimit:16792,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43901
,,3,PICCLimit:16793,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43902
,,3,PICCLimit:16794,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43903
,,3,PICCLimit:16795,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43904
,,3,PICCLimit:16796,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43905
,,3,PICCLimit:16798,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43906
,,3,PICCLimit:16799,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43907
,,3,PICCLimit:16800,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43908
,,3,PICCLimit:16825,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43909
,,3,PICCLimit:16826,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43910
,,3,PICCLimit:16830,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43911
,,3,PICCLimit:16831,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43912
,,3,PICCLimit:16835,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43913
,,3,PICCLimit:16836,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43914
,,3,PICCLimit:16840,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43915
,,3,PICCLimit:16841,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43916
,,3,PICCLimit:17023,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43917
,,3,PICCLimit:17031,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43918
,,3,PICCLimit:17240,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43919
,,3,PICCLimit:17241,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43920
,,3,PICCLimit:17248,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43921
,,3,PICCLimit:17249,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43922
,,3,PICCLimit:17250,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43923
,,3,PICCLimit:17251,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43924
,,3,PICCLimit:17252,19,1.0,0,0,2018-08-02 15:30:57.167,,3,50000.0,7,2018-08-02 15:30:57.167,43925
,,3,PICCLimit:17253,19,1.0,0,0,2018-08-02 15:30:57.167,,3,35000.0,9,2018-08-02 15:30:57.167,43926
,,3,PICCLimit:17260,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43927
,,3,PICCLimit:17261,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43928
,,3,PICCLimit:17263,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43929
,,3,PICCLimit:17264,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43930
,,3,PICCLimit:17265,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43931
,,3,PICCLimit:17266,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43932
,,3,PICCLimit:17267,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43933
,,3,PICCLimit:17268,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43934
,,3,PICCLimit:17269,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43935
,,3,PICCLimit:17270,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43936
,,3,PICCLimit:17272,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43937
,,3,PICCLimit:17273,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43938
,,3,PICCLimit:17274,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43939
,,3,PICCLimit:17287,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43940
,,3,PICCLimit:17288,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43941
,,3,PICCLimit:17292,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43942
,,3,PICCLimit:17293,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43943
,,3,PICCLimit:17386,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43944
,,3,PICCLimit:17492,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43945
,,3,PICCLimit:17497,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43946
,,3,PICCLimit:17498,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43947
,,3,PICCLimit:17499,19,10002.0,0,0,2018-08-02 15:30:57.167,,3,10000.0,7,2018-08-02 15:30:57.167,43948
,,3,PICCLimit:17503,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43949
,,3,PICCLimit:17504,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43950
,,3,PICCLimit:17506,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43951
,,3,PICCLimit:17507,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43952
,,3,PICCLimit:17508,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43953
,,3,PICCLimit:17509,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43954
,,3,PICCLimit:17510,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43955
,,3,PICCLimit:17511,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43956
,,3,PICCLimit:17512,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43957
,,3,PICCLimit:17513,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43958
,,3,PICCLimit:17515,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43959
,,3,PICCLimit:17516,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43960
,,3,PICCLimit:17517,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43961
,,3,PICCLimit:17530,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43962
,,3,PICCLimit:17531,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43963
,,3,PICCLimit:17535,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43964
,,3,PICCLimit:17536,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43965
,,3,PICCLimit:17632,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43966
,,3,PICCLimit:17738,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43967
,,3,PICCLimit:17743,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43968
,,3,PICCLimit:17744,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43969
,,3,PICCLimit:17745,20,10001.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43970
,,3,PICCLimit:17749,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43971
,,3,PICCLimit:17750,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43972
,,3,PICCLimit:17751,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43973
,,3,PICCLimit:17752,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43974
,,3,PICCLimit:17754,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43975
,,3,PICCLimit:17755,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43976
,,3,PICCLimit:17756,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43977
,,3,PICCLimit:17757,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43978
,,3,PICCLimit:17758,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43979
,,3,PICCLimit:17759,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43980
,,3,PICCLimit:17760,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43981
,,3,PICCLimit:17762,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43982
,,3,PICCLimit:17763,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43983
,,3,PICCLimit:17764,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43984
,,3,PICCLimit:17766,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43985
,,3,PICCLimit:17767,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43986
,,3,PICCLimit:17768,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43987
,,3,PICCLimit:17769,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43988
,,3,PICCLimit:17770,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43989
,,3,PICCLimit:17771,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43990
,,3,PICCLimit:17772,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43991
,,3,PICCLimit:17773,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43992
,,3,PICCLimit:17775,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43993
,,3,PICCLimit:17776,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43994
,,3,PICCLimit:17777,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,43995
,,3,PICCLimit:17802,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43996
,,3,PICCLimit:17803,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43997
,,3,PICCLimit:17806,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43998
,,3,PICCLimit:17807,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,43999
,,3,PICCLimit:17811,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44000
,,3,PICCLimit:17812,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44001
,,3,PICCLimit:17816,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44002
,,3,PICCLimit:17817,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44003
,,3,PICCLimit:17994,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,44004
,,3,PICCLimit:18002,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44005
,,3,PICCLimit:18205,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,44006
,,3,PICCLimit:18206,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44007
,,3,PICCLimit:18213,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,44008
,,3,PICCLimit:18214,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44009
,,3,PICCLimit:18215,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,44010
,,3,PICCLimit:18216,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44011
,,3,PICCLimit:18217,20,1.0,0,0,2018-08-02 15:30:57.167,,3,500000.0,3,2018-08-02 15:30:57.167,44012
,,3,PICCLimit:18218,20,1.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44013
,,3,PICCLimit:18225,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44014
,,3,PICCLimit:18226,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44015
,,3,PICCLimit:18228,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44016
,,3,PICCLimit:18229,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44017
,,3,PICCLimit:18230,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44018
,,3,PICCLimit:18231,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44019
,,3,PICCLimit:18232,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44020
,,3,PICCLimit:18233,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44021
,,3,PICCLimit:18234,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44022
,,3,PICCLimit:18235,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44023
,,3,PICCLimit:18237,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44024
,,3,PICCLimit:18238,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44025
,,3,PICCLimit:18239,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44026
,,3,PICCLimit:18252,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44027
,,3,PICCLimit:18253,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44028
,,3,PICCLimit:18257,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44029
,,3,PICCLimit:18258,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44030
,,3,PICCLimit:18351,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44031
,,3,PICCLimit:18457,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44032
,,3,PICCLimit:18462,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44033
,,3,PICCLimit:18463,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44034
,,3,PICCLimit:18464,20,10002.0,0,0,2018-08-02 15:30:57.167,,3,15000.0,7,2018-08-02 15:30:57.167,44035
,,3,PICCLimit:18468,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44036
,,3,PICCLimit:18469,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44037
,,3,PICCLimit:18471,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44038
,,3,PICCLimit:18472,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44039
,,3,PICCLimit:18473,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44040
,,3,PICCLimit:18474,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44041
,,3,PICCLimit:18475,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44042
,,3,PICCLimit:18476,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44043
,,3,PICCLimit:18477,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44044
,,3,PICCLimit:18478,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44045
,,3,PICCLimit:18480,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44046
,,3,PICCLimit:18481,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44047
,,3,PICCLimit:18482,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44048
,,3,PICCLimit:18495,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44049
,,3,PICCLimit:18496,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44050
,,3,PICCLimit:18500,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44051
,,3,PICCLimit:18501,26,10001.0,0,0,2018-08-02 15:30:57.167,,3,10000000.0,7,2018-08-02 15:30:57.167,44052
